Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -1535.6490   -1535.6490       0.0000     0.0
0.0100       -1535.6443   -1535.6473       0.0029     5.6
0.0200       -1535.6450   -1535.6480       0.0030     5.7
0.0300       -1535.6399   -1535.6441       0.0042     8.2
0.0400       -1535.6334   -1535.6375       0.0041     8.0
0.0500       -1535.6330   -1535.6366       0.0036     6.9
0.0600       -1535.6313   -1535.6333       0.0020     3.9
0.0700       -1535.6227   -1535.6342       0.0115    22.3
0.0800       -1535.6204   -1535.6367       0.0163    31.5
0.0900       -1535.6287   -1535.6417       0.0130    25.1
0.1000       -1535.6148   -1535.6433       0.0285    55.2
0.1100       -1535.6154   -1535.6461       0.0306    59.2
0.1200       -1535.6197   -1535.6440       0.0243    47.0
0.1300       -1535.6131   -1535.6427       0.0296    57.2
0.1400       -1535.6050   -1535.6436       0.0385    74.5
0.1500       -1535.6010   -1535.6334       0.0324    62.7
0.1600       -1535.5874   -1535.6228       0.0354    68.4
0.1700       -1535.5830   -1535.6333       0.0503    97.3
0.1800       -1535.5875   -1535.6274       0.0400    77.3
0.1900       -1535.5941   -1535.6385       0.0444    86.0
0.2000       -1535.5837   -1535.6288       0.0451    87.3
0.2100       -1535.5864   -1535.6289       0.0425    82.2
0.2200       -1535.5850   -1535.6308       0.0457    88.4
0.2300       -1535.5847   -1535.6107       0.0259    50.2
0.2400       -1535.5786   -1535.6191       0.0405    78.3
0.2500       -1535.5860   -1535.6257       0.0397    76.7
0.2600       -1535.5938   -1535.6228       0.0290    56.0
0.2700       -1535.5915   -1535.6333       0.0417    80.7
0.2800       -1535.5812   -1535.6153       0.0341    66.0
0.2900       -1535.5864   -1535.6206       0.0342    66.2
0.3000       -1535.5785   -1535.6094       0.0309    59.8
0.3100       -1535.5789   -1535.6077       0.0288    55.8
0.3200       -1535.5792   -1535.6208       0.0416    80.5
0.3300       -1535.5885   -1535.6210       0.0325    62.9
0.3400       -1535.5684   -1535.6055       0.0371    71.7
0.3500       -1535.5621   -1535.6020       0.0399    77.2
0.3600       -1535.5646   -1535.5859       0.0213    41.2
0.3700       -1535.5506   -1535.5890       0.0384    74.3
0.3800       -1535.5516   -1535.5831       0.0315    60.9
0.3900       -1535.5610   -1535.5866       0.0256    49.5
0.4000       -1535.5546   -1535.5945       0.0399    77.1
0.4100       -1535.5402   -1535.5838       0.0437    84.5
0.4200       -1535.5227   -1535.5747       0.0520   100.6
0.4300       -1535.5096   -1535.5868       0.0772   149.3
0.4400       -1535.5125   -1535.5627       0.0503    97.2
0.4500       -1535.4847   -1535.5483       0.0636   123.0
0.4600       -1535.4857   -1535.5608       0.0751   145.3
0.4700       -1535.5050   -1535.5650       0.0600   116.1
0.4800       -1535.5085   -1535.6021       0.0935   180.9
0.4900       -1535.4975   -1535.5997       0.1022   197.7
0.5000       -1535.4762   -1535.6045       0.1283   248.2
0.5100       -1535.4611   -1535.6361       0.1750   338.5
0.5200       -1535.4355   -1535.5792       0.1437   278.0
0.5300       -1535.4493   -1535.5976       0.1483   286.8
0.5400       -1535.4398   -1535.5848       0.1450   280.5
0.5500       -1535.4518   -1535.5500       0.0982   190.0
0.5600       -1535.4395   -1535.6044       0.1649   318.9
0.5700       -1535.4244   -1535.5755       0.1511   292.2
0.5800       -1535.4425   -1535.5624       0.1199   231.9
0.5900       -1535.4602   -1535.6110       0.1508   291.7
0.6000       -1535.4593   -1535.5502       0.0909   175.8
0.6100       -1535.4589   -1535.5716       0.1127   218.0
0.6200       -1535.4468   -1535.5257       0.0789   152.6
0.6300       -1535.4407   -1535.4706       0.0299    57.9
0.6400       -1535.4480   -1535.5333       0.0853   164.9
0.6500       -1535.4380   -1535.4915       0.0535   103.4
0.6600       -1535.4291   -1535.5346       0.1055   204.0
0.6700       -1535.4253   -1535.5744       0.1491   288.4
0.6800       -1535.4080   -1535.5289       0.1209   233.9
0.6900       -1535.3912   -1535.6067       0.2156   416.9
0.7000       -1535.3949   -1535.5523       0.1574   304.4
0.7100       -1535.3617   -1535.4611       0.0994   192.2
0.7200       -1535.3737   -1535.4766       0.1029   199.0
0.7300       -1535.3768   -1535.4511       0.0743   143.7
0.7400       -1535.3843   -1535.5411       0.1568   303.3
0.7500       -1535.3861   -1535.5402       0.1541   298.0
0.7600       -1535.3776   -1535.5877       0.2101   406.4
0.7700       -1535.3848   -1535.6310       0.2461   476.0
0.7800       -1535.4067   -1535.5613       0.1546   299.0
0.7900       -1535.3778   -1535.5771       0.1993   385.5
0.8000       -1535.3879   -1535.5234       0.1355   262.0
0.8100       -1535.3957   -1535.4806       0.0849   164.1
0.8200       -1535.4215   -1535.5335       0.1120   216.7
0.8300       -1535.4367   -1535.5071       0.0704   136.1
0.8400       -1535.4384   -1535.5542       0.1158   224.0
0.8500       -1535.4717   -1535.5770       0.1053   203.6
0.8600       -1535.4537   -1535.5649       0.1112   215.1
0.8700       -1535.4354   -1535.5971       0.1617   312.7
0.8800       -1535.4318   -1535.5153       0.0835   161.5
0.8900       -1535.4323   -1535.4916       0.0594   114.8
0.9000       -1535.4567   -1535.5151       0.0584   112.9
0.9100       -1535.4384   -1535.4796       0.0413    79.8
0.9200       -1535.4498   -1535.5252       0.0753   145.7
0.9300       -1535.4538   -1535.5492       0.0954   184.5
0.9400       -1535.4396   -1535.5417       0.1021   197.5
0.9500       -1535.4131   -1535.5611       0.1480   286.3
0.9600       -1535.4196   -1535.5318       0.1121   216.8
0.9700       -1535.4246   -1535.5286       0.1040   201.2
0.9800       -1535.4260   -1535.5314       0.1054   203.8
0.9900       -1535.4133   -1535.5058       0.0925   178.8
1.0000       -1535.4155   -1535.5127       0.0972   188.0
1.0100       -1535.4125   -1535.5347       0.1222   236.4
1.0200       -1535.4012   -1535.5367       0.1355   262.1
1.0300       -1535.4176   -1535.5883       0.1706   330.1
1.0400       -1535.4107   -1535.6212       0.2105   407.2
1.0500       -1535.3972   -1535.5989       0.2017   390.1
1.0600       -1535.3979   -1535.6073       0.2093   404.8
1.0700       -1535.4067   -1535.5375       0.1308   253.0
1.0800       -1535.4034   -1535.5111       0.1078   208.4
1.0900       -1535.4106   -1535.5055       0.0949   183.5
1.1000       -1535.3936   -1535.4810       0.0874   169.1
1.1100       -1535.3824   -1535.5147       0.1323   255.9
1.1200       -1535.3853   -1535.5275       0.1422   275.1
1.1300       -1535.3876   -1535.5888       0.2012   389.1
1.1400       -1535.3868   -1535.6305       0.2437   471.4
1.1500       -1535.4165   -1535.6229       0.2064   399.2
1.1600       -1535.4136   -1535.6084       0.1948   376.7
1.1700       -1535.3755   -1535.5719       0.1964   379.8
1.1800       -1535.3677   -1535.5236       0.1559   301.6
1.1900       -1535.3531   -1535.4851       0.1321   255.4
1.2000       -1535.3703   -1535.4929       0.1226   237.1
1.2100       -1535.3834   -1535.5053       0.1218   235.6
1.2200       -1535.3723   -1535.5492       0.1769   342.1
1.2300       -1535.3629   -1535.5922       0.2293   443.4
1.2400       -1535.3488   -1535.6098       0.2610   504.8
1.2500       -1535.3434   -1535.6150       0.2715   525.2
1.2600       -1535.3338   -1535.5575       0.2237   432.7
1.2700       -1535.3083   -1535.5228       0.2145   414.9
1.2800       -1535.2970   -1535.5063       0.2093   404.8
1.2900       -1535.3010   -1535.4725       0.1715   331.7
1.3000       -1535.3080   -1535.4858       0.1778   343.9
1.3100       -1535.3119   -1535.5332       0.2213   428.0
1.3200       -1535.3390   -1535.5505       0.2115   409.1
1.3300       -1535.3475   -1535.5957       0.2482   480.0
1.3400       -1535.3272   -1535.6072       0.2800   541.5
1.3500       -1535.3475   -1535.5798       0.2323   449.3
1.3600       -1535.3285   -1535.5393       0.2109   407.9
1.3700       -1535.3071   -1535.4741       0.1670   322.9
1.3800       -1535.3000   -1535.4365       0.1365   264.0
1.3900       -1535.2945   -1535.4117       0.1172   226.6
1.4000       -1535.3136   -1535.4206       0.1070   206.9
1.4100       -1535.3286   -1535.4597       0.1311   253.6
1.4200       -1535.3075   -1535.4883       0.1808   349.7
1.4300       -1535.3116   -1535.5244       0.2129   411.7
1.4400       -1535.3360   -1535.5642       0.2282   441.3
1.4500       -1535.3126   -1535.5544       0.2418   467.6
1.4600       -1535.3322   -1535.5411       0.2089   404.0
1.4700       -1535.3158   -1535.4878       0.1720   332.7
1.4800       -1535.3139   -1535.4422       0.1283   248.1
1.4900       -1535.2897   -1535.3667       0.0770   149.0
1.5000       -1535.2474   -1535.3263       0.0789   152.5
1.5100       -1535.2463   -1535.3410       0.0947   183.1
1.5200       -1535.2204   -1535.3541       0.1337   258.5
1.5300       -1535.2632   -1535.4535       0.1903   368.1
1.5400       -1535.2632   -1535.5036       0.2404   465.0
1.5500       -1535.2713   -1535.5738       0.3025   585.1
1.5600       -1535.2804   -1535.6001       0.3196   618.2
1.5700       -1535.2794   -1535.6168       0.3374   652.5
1.5800       -1535.2632   -1535.5864       0.3232   625.2
1.5900       -1535.2287   -1535.5165       0.2878   556.6
1.6000       -1535.2367   -1535.4949       0.2582   499.4
1.6100       -1535.2384   -1535.4220       0.1837   355.3
1.6200       -1535.2383   -1535.4465       0.2083   402.8
1.6300       -1535.2171   -1535.4222       0.2050   396.5
1.6400       -1535.2503   -1535.4962       0.2459   475.6
1.6500       -1535.2506   -1535.5550       0.3044   588.7
1.6600       -1535.2517   -1535.5906       0.3389   655.4
1.6700       -1535.2871   -1535.6161       0.3290   636.4
1.6800       -1535.2902   -1535.6007       0.3104   600.4
1.6900       -1535.2838   -1535.5591       0.2754   532.6
1.7000       -1535.2807   -1535.4868       0.2061   398.6
1.7100       -1535.2748   -1535.4275       0.1527   295.3
1.7200       -1535.2575   -1535.3769       0.1194   230.9
1.7300       -1535.2531   -1535.4144       0.1613   312.0
1.7400       -1535.2673   -1535.4211       0.1538   297.5
1.7500       -1535.2624   -1535.5066       0.2441   472.2
1.7600       -1535.2723   -1535.5067       0.2344   453.3
1.7700       -1535.2496   -1535.5602       0.3106   600.7
1.7800       -1535.2708   -1535.5770       0.3061   592.1
1.7900       -1535.2766   -1535.5800       0.3035   586.9
1.8000       -1535.2876   -1535.5288       0.2412   466.6
1.8100       -1535.2572   -1535.4748       0.2177   421.0
1.8200       -1535.2271   -1535.3935       0.1664   321.8
1.8300       -1535.2304   -1535.4169       0.1865   360.7
1.8400       -1535.2386   -1535.3711       0.1325   256.3
1.8500       -1535.2136   -1535.3434       0.1298   251.0
1.8600       -1535.2184   -1535.3718       0.1534   296.6
1.8700       -1535.2083   -1535.4240       0.2157   417.1
1.8800       -1535.2036   -1535.4846       0.2810   543.5
1.8900       -1535.2070   -1535.5185       0.3115   602.6
1.9000       -1535.2047   -1535.5184       0.3136   606.6
1.9100       -1535.2249   -1535.5555       0.3307   639.5
1.9200       -1535.2770   -1535.5459       0.2689   520.1
1.9300       -1535.3002   -1535.5258       0.2256   436.3
1.9400       -1535.2942   -1535.5014       0.2071   400.6
1.9500       -1535.3274   -1535.4780       0.1506   291.3
1.9600       -1535.3450   -1535.4953       0.1503   290.7
1.9700       -1535.3399   -1535.5101       0.1702   329.1
1.9800       -1535.3908   -1535.5547       0.1639   317.0
1.9900       -1535.4025   -1535.5702       0.1677   324.3
2.0000       -1535.4135   -1535.5664       0.1530   295.8
2.0100       -1535.4078   -1535.5334       0.1256   243.0
2.0200       -1535.4207   -1535.5462       0.1255   242.7
2.0300       -1535.4232   -1535.4668       0.0436    84.4
2.0400       -1535.4382   -1535.5056       0.0674   130.4
2.0500       -1535.4165   -1535.4586       0.0422    81.6
2.0600       -1535.4120   -1535.4777       0.0657   127.0
2.0700       -1535.4083   -1535.5700       0.1617   312.8
2.0800       -1535.4208   -1535.5452       0.1244   240.6
2.0900       -1535.4294   -1535.5964       0.1671   323.1
2.1000       -1535.4143   -1535.5603       0.1460   282.4
2.1100       -1535.3930   -1535.5032       0.1102   213.2
2.1200       -1535.3842   -1535.5463       0.1622   313.6
2.1300       -1535.3705   -1535.4650       0.0944   182.7
2.1400       -1535.3900   -1535.5395       0.1495   289.2
2.1500       -1535.3746   -1535.5651       0.1905   368.4
2.1600       -1535.3667   -1535.5392       0.1725   333.7
2.1700       -1535.3555   -1535.6260       0.2705   523.2
2.1800       -1535.3260   -1535.5398       0.2138   413.5
2.1900       -1535.3082   -1535.5400       0.2318   448.4
2.2000       -1535.3025   -1535.4506       0.1481   286.5
2.2100       -1535.3335   -1535.4831       0.1496   289.4
2.2200       -1535.3477   -1535.5442       0.1965   380.1
2.2300       -1535.3501   -1535.5027       0.1526   295.1
2.2400       -1535.3310   -1535.5653       0.2343   453.2
2.2500       -1535.2989   -1535.5384       0.2394   463.1
2.2600       -1535.2898   -1535.5262       0.2365   457.4
2.2700       -1535.2731   -1535.4984       0.2253   435.7
2.2800       -1535.2669   -1535.4216       0.1547   299.2
2.2900       -1535.2575   -1535.4525       0.1950   377.2
2.3000       -1535.2524   -1535.4139       0.1615   312.4
2.3100       -1535.2636   -1535.4731       0.2095   405.2
2.3200       -1535.2665   -1535.5210       0.2545   492.2
2.3300       -1535.2948   -1535.4909       0.1961   379.3
2.3400       -1535.2882   -1535.5621       0.2739   529.8
2.3500       -1535.2749   -1535.5463       0.2715   525.0
2.3600       -1535.2662   -1535.4927       0.2265   438.1
2.3700       -1535.2569   -1535.5135       0.2566   496.2
2.3800       -1535.2494   -1535.4402       0.1908   369.1
2.3900       -1535.2564   -1535.4386       0.1822   352.4
2.4000       -1535.2803   -1535.4903       0.2100   406.2
2.4100       -1535.2719   -1535.4849       0.2130   412.0
2.4200       -1535.2960   -1535.5361       0.2401   464.4
2.4300       -1535.2903   -1535.5068       0.2165   418.7
2.4400       -1535.2857   -1535.5495       0.2639   510.4
2.4500       -1535.2850   -1535.5656       0.2806   542.7
2.4600       -1535.2711   -1535.5091       0.2380   460.2
2.4700       -1535.2626   -1535.5385       0.2758   533.5
2.4800       -1535.3001   -1535.4945       0.1944   375.9
2.4900       -1535.3671   -1535.5321       0.1650   319.1
2.5000       -1535.3454   -1535.5406       0.1952   377.6
2.5100       -1535.3673   -1535.5592       0.1919   371.2
2.5200       -1535.3479   -1535.5930       0.2451   474.0
2.5300       -1535.3381   -1535.5342       0.1961   379.3
2.5400       -1535.3440   -1535.5642       0.2202   425.9
2.5500       -1535.3117   -1535.5421       0.2304   445.6
2.5600       -1535.3057   -1535.4407       0.1350   261.1
2.5700       -1535.3311   -1535.4517       0.1206   233.2
2.5800       -1535.3443   -1535.4101       0.0658   127.2
2.5900       -1535.3485   -1535.4507       0.1022   197.6
2.6000       -1535.3478   -1535.5125       0.1647   318.6
2.6100       -1535.3262   -1535.4619       0.1357   262.5
2.6200       -1535.3277   -1535.4934       0.1658   320.7
2.6300       -1535.3148   -1535.4740       0.1592   307.8
2.6400       -1535.3222   -1535.5049       0.1827   353.3
2.6500       -1535.3172   -1535.5343       0.2171   420.0
2.6600       -1535.3209   -1535.4071       0.0862   166.6
2.6700       -1535.3420   -1535.5002       0.1581   305.8
2.6800       -1535.3539   -1535.4752       0.1212   234.4
2.6900       -1535.3646   -1535.5265       0.1619   313.1
2.7000       -1535.3835   -1535.5795       0.1960   379.1
2.7100       -1535.3849   -1535.5402       0.1553   300.3
2.7200       -1535.3940   -1535.6003       0.2062   398.9
2.7300       -1535.4048   -1535.5484       0.1436   277.6
2.7400       -1535.4165   -1535.5853       0.1688   326.5
2.7500       -1535.4203   -1535.6014       0.1811   350.3
2.7600       -1535.4200   -1535.5088       0.0888   171.7
2.7700       -1535.4179   -1535.6148       0.1969   380.8
2.7800       -1535.4305   -1535.5703       0.1398   270.3
2.7900       -1535.4133   -1535.6000       0.1867   361.1
2.8000       -1535.4048   -1535.5808       0.1761   340.5
2.8100       -1535.4007   -1535.5537       0.1530   295.9
2.8200       -1535.3956   -1535.6027       0.2071   400.5
2.8300       -1535.3933   -1535.4813       0.0880   170.1
2.8400       -1535.4060   -1535.5810       0.1750   338.4
2.8500       -1535.4090   -1535.5527       0.1437   277.9
2.8600       -1535.4022   -1535.5140       0.1117   216.1
2.8700       -1535.3825   -1535.5855       0.2031   392.7
2.8800       -1535.3622   -1535.5299       0.1677   324.3
2.8900       -1535.3513   -1535.5358       0.1845   356.8
2.9000       -1535.3659   -1535.5052       0.1393   269.3
2.9100       -1535.3288   -1535.4623       0.1334   258.0
2.9200       -1535.3485   -1535.5094       0.1609   311.1
2.9300       -1535.3717   -1535.4488       0.0770   149.0
2.9400       -1535.3739   -1535.5290       0.1552   300.1
2.9500       -1535.3273   -1535.5098       0.1825   353.0
2.9600       -1535.3355   -1535.4813       0.1458   282.0
2.9700       -1535.3484   -1535.5620       0.2136   413.1
2.9800       -1535.3780   -1535.5431       0.1651   319.3
2.9900       -1535.3858   -1535.5453       0.1595   308.6
3.0000       -1535.3808   -1535.5303       0.1495   289.1
3.0100       -1535.3857   -1535.5085       0.1229   237.6
3.0200       -1535.3771   -1535.5624       0.1853   358.4
3.0300       -1535.3859   -1535.5096       0.1237   239.2
3.0400       -1535.4200   -1535.6124       0.1924   372.2
3.0500       -1535.4284   -1535.6102       0.1818   351.5
3.0600       -1535.4302   -1535.5700       0.1398   270.3
3.0700       -1535.4211   -1535.6070       0.1858   359.4
3.0800       -1535.4020   -1535.5079       0.1059   204.9
3.0900       -1535.3855   -1535.5350       0.1495   289.1
3.1000       -1535.3668   -1535.5096       0.1428   276.3
3.1100       -1535.3794   -1535.5380       0.1585   306.6
3.1200       -1535.3513   -1535.5654       0.2140   413.9
3.1300       -1535.3463   -1535.5355       0.1893   366.1
3.1400       -1535.3364   -1535.5591       0.2227   430.7
3.1500       -1535.3406   -1535.5690       0.2284   441.8
3.1600       -1535.3416   -1535.4903       0.1487   287.6
3.1700       -1535.3263   -1535.4933       0.1670   323.0
3.1800       -1535.3223   -1535.4533       0.1310   253.4
3.1900       -1535.3326   -1535.4429       0.1103   213.4
3.2000       -1535.3582   -1535.4954       0.1372   265.3
3.2100       -1535.3330   -1535.4857       0.1527   295.3
3.2200       -1535.3323   -1535.5533       0.2210   427.4
3.2300       -1535.3111   -1535.5110       0.1999   386.6
3.2400       -1535.3476   -1535.5664       0.2188   423.2
3.2500       -1535.3592   -1535.5655       0.2064   399.1
3.2600       -1535.3611   -1535.5291       0.1680   324.9
3.2700       -1535.3689   -1535.5687       0.1999   386.6
3.2800       -1535.3787   -1535.5448       0.1660   321.1
3.2900       -1535.3803   -1535.5493       0.1690   326.9
3.3000       -1535.3873   -1535.5915       0.2042   395.0
3.3100       -1535.4028   -1535.5848       0.1820   352.0
3.3200       -1535.3901   -1535.5955       0.2054   397.3
3.3300       -1535.3917   -1535.5715       0.1798   347.8
3.3400       -1535.3674   -1535.5346       0.1672   323.3
3.3500       -1535.3260   -1535.5469       0.2209   427.2
3.3600       -1535.2894   -1535.4873       0.1979   382.7
3.3700       -1535.3036   -1535.5034       0.1998   386.5
3.3800       -1535.2945   -1535.4779       0.1833   354.6
3.3900       -1535.3027   -1535.4595       0.1568   303.2
3.4000       -1535.3034   -1535.4750       0.1716   331.9
3.4100       -1535.2910   -1535.4745       0.1835   354.9
3.4200       -1535.2904   -1535.4382       0.1478   285.9
3.4300       -1535.3003   -1535.4655       0.1652   319.6
3.4400       -1535.3015   -1535.4535       0.1520   293.9
3.4500       -1535.2758   -1535.4755       0.1997   386.3
3.4600       -1535.2751   -1535.4259       0.1508   291.6
3.4700       -1535.3045   -1535.4551       0.1505   291.1
3.4800       -1535.3254   -1535.4669       0.1415   273.7
3.4900       -1535.3605   -1535.5139       0.1533   296.6
3.5000       -1535.3624   -1535.5582       0.1958   378.7
3.5100       -1535.3923   -1535.5830       0.1907   368.8
3.5200       -1535.3800   -1535.5811       0.2011   389.0
3.5300       -1535.3383   -1535.6060       0.2677   517.8
3.5400       -1535.3553   -1535.5817       0.2264   437.8
3.5500       -1535.3474   -1535.5866       0.2393   462.8
3.5600       -1535.3701   -1535.5852       0.2150   415.9
3.5700       -1535.3421   -1535.5724       0.2303   445.4
3.5800       -1535.3422   -1535.6089       0.2667   515.8
3.5900       -1535.3375   -1535.5882       0.2508   485.0
3.6000       -1535.3487   -1535.6062       0.2576   498.2
3.6100       -1535.3450   -1535.5874       0.2424   468.9
3.6200       -1535.3311   -1535.5479       0.2169   419.4
3.6300       -1535.3472   -1535.5057       0.1586   306.7
3.6400       -1535.3767   -1535.5100       0.1332   257.7
3.6500       -1535.4052   -1535.4991       0.0939   181.6
3.6600       -1535.4061   -1535.5100       0.1038   200.8
3.6700       -1535.3764   -1535.5026       0.1262   244.0
3.6800       -1535.3982   -1535.5342       0.1360   263.1
3.6900       -1535.3990   -1535.5469       0.1479   286.1
3.7000       -1535.3854   -1535.5184       0.1330   257.2
3.7100       -1535.3945   -1535.4934       0.0990   191.4
3.7200       -1535.3984   -1535.4889       0.0905   175.0
3.7300       -1535.4073   -1535.5031       0.0958   185.3
3.7400       -1535.4029   -1535.5074       0.1045   202.1
3.7500       -1535.4024   -1535.5377       0.1353   261.7
3.7600       -1535.4210   -1535.5906       0.1696   328.0
3.7700       -1535.4225   -1535.6032       0.1807   349.5
3.7800       -1535.4328   -1535.6197       0.1870   361.6
3.7900       -1535.4486   -1535.6035       0.1549   299.6
3.8000       -1535.4523   -1535.5933       0.1410   272.7
3.8100       -1535.4484   -1535.5816       0.1332   257.6
3.8200       -1535.4189   -1535.5565       0.1376   266.1
3.8300       -1535.4006   -1535.5806       0.1800   348.2
3.8400       -1535.4201   -1535.6051       0.1849   357.7
3.8500       -1535.4127   -1535.6023       0.1896   366.7
3.8600       -1535.3992   -1535.6116       0.2124   410.8
3.8700       -1535.3902   -1535.5908       0.2006   388.0
3.8800       -1535.3878   -1535.5460       0.1582   306.0
3.8900       -1535.4029   -1535.5304       0.1275   246.5
3.9000       -1535.4024   -1535.4806       0.0782   151.2
3.9100       -1535.4044   -1535.5033       0.0989   191.3
3.9200       -1535.4000   -1535.5528       0.1528   295.5
3.9300       -1535.4255   -1535.5325       0.1070   206.9
3.9400       -1535.3929   -1535.5590       0.1661   321.3
3.9500       -1535.3897   -1535.5625       0.1728   334.2
3.9600       -1535.4005   -1535.5486       0.1480   286.3
3.9700       -1535.3831   -1535.5706       0.1875   362.6
3.9800       -1535.3752   -1535.5124       0.1371   265.3
3.9900       -1535.3745   -1535.4745       0.1001   193.6
4.0000       -1535.3761   -1535.5120       0.1360   263.0
4.0100       -1535.3763   -1535.5117       0.1353   261.7
4.0200       -1535.4194   -1535.5860       0.1666   322.2
4.0300       -1535.4178   -1535.5972       0.1794   347.0
4.0400       -1535.4274   -1535.5980       0.1705   329.8
4.0500       -1535.4009   -1535.5897       0.1888   365.1
4.0600       -1535.4168   -1535.5907       0.1739   336.4
4.0700       -1535.4396   -1535.5818       0.1421   274.9
4.0800       -1535.4470   -1535.5765       0.1295   250.5
4.0900       -1535.4622   -1535.5306       0.0683   132.1
4.1000       -1535.4563   -1535.5491       0.0928   179.4
4.1100       -1535.4498   -1535.5561       0.1064   205.7
4.1200       -1535.4627   -1535.5931       0.1304   252.1
4.1300       -1535.4635   -1535.6122       0.1487   287.6
4.1400       -1535.4539   -1535.6141       0.1602   309.8
4.1500       -1535.4148   -1535.6087       0.1939   375.0
4.1600       -1535.3829   -1535.5929       0.2100   406.2
4.1700       -1535.3957   -1535.5696       0.1740   336.5
4.1800       -1535.3638   -1535.5665       0.2027   392.1
4.1900       -1535.3561   -1535.5546       0.1985   383.9
4.2000       -1535.3876   -1535.5977       0.2102   406.5
4.2100       -1535.3775   -1535.6210       0.2435   471.0
4.2200       -1535.3848   -1535.6213       0.2365   457.4
4.2300       -1535.3656   -1535.6432       0.2776   536.8
4.2400       -1535.3291   -1535.5992       0.2701   522.4
4.2500       -1535.3494   -1535.5789       0.2295   443.9
4.2600       -1535.3461   -1535.5801       0.2341   452.7
4.2700       -1535.3228   -1535.5067       0.1839   355.6
4.2800       -1535.3167   -1535.5510       0.2343   453.2
4.2900       -1535.3381   -1535.5080       0.1699   328.6
4.3000       -1535.3471   -1535.5475       0.2004   387.6
4.3100       -1535.3427   -1535.6015       0.2588   500.6
4.3200       -1535.3533   -1535.5732       0.2199   425.3
4.3300       -1535.3749   -1535.6211       0.2462   476.2
4.3400       -1535.3452   -1535.5648       0.2196   424.7
4.3500       -1535.3272   -1535.5320       0.2047   396.0
4.3600       -1535.3161   -1535.5768       0.2607   504.3
4.3700       -1535.3318   -1535.5092       0.1774   343.0
4.3800       -1535.3782   -1535.5804       0.2022   391.0
4.3900       -1535.3615   -1535.5651       0.2036   393.8
4.4000       -1535.3651   -1535.5899       0.2248   434.8
4.4100       -1535.3838   -1535.6234       0.2396   463.4
4.4200       -1535.3795   -1535.5931       0.2136   413.1
4.4300       -1535.3673   -1535.5973       0.2300   444.8
4.4400       -1535.3588   -1535.5682       0.2094   405.0
4.4500       -1535.3329   -1535.5247       0.1917   370.9
4.4600       -1535.3141   -1535.5306       0.2165   418.7
4.4700       -1535.3238   -1535.5397       0.2159   417.5
4.4800       -1535.3242   -1535.5457       0.2215   428.4
4.4900       -1535.3279   -1535.5867       0.2588   500.5
4.5000       -1535.3014   -1535.5825       0.2811   543.7
4.5100       -1535.3130   -1535.5879       0.2749   531.6
4.5200       -1535.2872   -1535.6090       0.3218   622.4
4.5300       -1535.2615   -1535.5639       0.3025   585.0
4.5400       -1535.2774   -1535.5277       0.2503   484.1
4.5500       -1535.2779   -1535.4952       0.2173   420.3
4.5600       -1535.2831   -1535.4911       0.2080   402.3
4.5700       -1535.2783   -1535.5215       0.2432   470.4
4.5800       -1535.2925   -1535.5478       0.2553   493.8
4.5900       -1535.3021   -1535.5766       0.2745   530.9
4.6000       -1535.3004   -1535.5926       0.2922   565.1
4.6100       -1535.2819   -1535.5882       0.3063   592.4
4.6200       -1535.2758   -1535.6100       0.3342   646.4
4.6300       -1535.2795   -1535.5876       0.3081   596.0
4.6400       -1535.3166   -1535.5732       0.2565   496.2
4.6500       -1535.3061   -1535.5257       0.2196   424.6
4.6600       -1535.3120   -1535.5030       0.1909   369.3
4.6700       -1535.2974   -1535.4840       0.1866   360.9
4.6800       -1535.3311   -1535.5333       0.2022   391.1
4.6900       -1535.3036   -1535.5204       0.2168   419.4
4.7000       -1535.3250   -1535.5778       0.2529   489.1
4.7100       -1535.3167   -1535.5571       0.2404   465.0
4.7200       -1535.3003   -1535.5797       0.2793   540.3
4.7300       -1535.2924   -1535.5539       0.2615   505.8
4.7400       -1535.2520   -1535.5523       0.3003   580.8
4.7500       -1535.2139   -1535.4387       0.2248   434.8
4.7600       -1535.2482   -1535.4208       0.1726   333.9
4.7700       -1535.2377   -1535.4140       0.1763   340.9
4.7800       -1535.2357   -1535.4673       0.2316   448.0
