Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
9.9100       -1531.9703   -1532.0114       0.0411    79.5
9.9200       -1531.7831   -1532.0326       0.2495   482.5
9.9300       -1531.7186   -1531.9986       0.2800   541.6
9.9400       -1531.9657   -1532.1775       0.2118   409.6
9.9500       -1532.0245   -1532.1116       0.0871   168.5
9.9600       -1531.8338   -1532.1839       0.3501   677.1
9.9700       -1531.9063   -1532.0360       0.1297   250.9
9.9800       -1531.8708   -1532.0809       0.2101   406.4
9.9900       -1531.9057   -1531.9880       0.0823   159.2
10.0000      -1532.0483   -1532.0986       0.0503    97.3
